OrderDate,SalesID,SalesName,InvoiceNo,CustomerName,Gender,CustomerID,CustomerType,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,CreditedAmount,Commission,Year,Month,Day,NetSales,DueAmount
10/21/2025,SID012,Rafiul Karim,INV2510100687,Premium Beauty,Male,CUS00230,Online,Kids Dress,APP008,Fashion Apparel,CAT001,950,9,8550,427.5,8122.5,0,0,243.67,2025,October,21,8122.5,0
10/27/2025,SID016,Tasnia Rahman,INV2510100688,Blue Sky Fashion,Both,CUST014,Online,Toothpaste,HYG005,Hygiene Products,CAT004,200,67,13400,938,12462,0,3738.6,373.86,2025,October,27,12462,3738.6
7/12/2026,SID019,Sadia Afrin,INV2607100689,Beauty Express,Male,CUST002,Online,Aftershave,COS019,Cosmetics,CAT002,800,17,13600,408,13192,263.84,0,395.76,2026,July,12,12928.16,0
11/26/2026,SID008,Mahmudul Hasan,INV2611100690,NextGen Fashion,Female,CUS00477,Corporate,Luggage,ACC013,Accessories,CAT003,8000,5,40000,2800,37200,744,0,1116,2026,November,26,36456,0
12/13/2025,SID009,Tasnia Rahman,INV2512100691,Grace Boutique,Both,CUS00472,Online,Body Lotion,COS004,Cosmetics,CAT002,650,14,9100,0,9100,182,2730,273,2025,December,13,8918,2730
5/22/2026,SID002,Rafiul Karim,INV2605100692,Urban Avenue,Both,CUS00411,Online,Mouthwash,HYG007,Hygiene Products,CAT004,300,56,16800,1680,15120,0,3024,453.6,2026,May,22,15120,3024
2/21/2025,SID005,Imran Hossain,INV2502100693,Golden Fashion,Male,CUS00059,Distributor,Face Mask,HYG002,Hygiene Products,CAT004,150,89,13350,0,13350,667.5,0,400.5,2025,February,21,12682.5,0
1/4/2026,SID001,Mehedi Hasan,INV2601100694,Infinity Style,Both,CUS00239,Corporate,Personal Lubricant,COS039,Cosmetics,CAT002,350,66,23100,1617,21483,0,6444.9,644.49,2026,January,4,21483,6444.9
5/1/2025,SID013,Rashedul Islam,INV2505100695,Trendy Shop,Male,CUS00430,Distributor,Hat,ACC007,Accessories,CAT003,700,68,47600,4760,42840,0,8568,1285.2,2025,May,1,42840,8568
11/8/2026,SID018,Mim Akter,INV2611100696,Golden Fashion,Female,CUS00141,Retail,Keychain,ACC015,Accessories,CAT003,300,46,13800,966,12834,0,3850.2,385.02,2026,November,8,12834,3850.2
6/16/2025,SID011,Siam Ahmed,INV2506100697,Iconic Fashion,Both,CUS00386,Distributor,Foot Care Cream,HYG014,Hygiene Products,CAT004,300,24,7200,360,6840,0,1368,205.2,2025,June,16,6840,1368
10/20/2025,SID012,Nusrat Jahan,INV2510100698,Royal Style,Both,CUS00071,Online,Hair Serum,COS006,Cosmetics,CAT002,1200,20,24000,0,24000,480,0,720,2025,October,20,23520,0
5/7/2025,SID018,Farzana Akter,INV2505100699,Star Fashion,Female,CUS00297,Walk In,Bra & Panty Set,APP013,Fashion Apparel,CAT001,900,79,71100,7110,63990,0,0,1919.7,2025,May,7,63990,0
10/12/2025,SID019,Nayeem Hasan,INV2510100700,Glamour Point,Both,CUS00023,Walk In,Perfume,COS003,Cosmetics,CAT002,2200,77,169400,5082,164318,3286.36,49295.4,4929.54,2025,October,12,161031.64,49295.4
4/15/2025,SID009,Mehedi Hasan,INV2504100701,Fashion Point,Female,CUS00319,Corporate,Underarm Whitening Cream,HYG015,Hygiene Products,CAT004,500,93,46500,4650,41850,0,12555,1255.5,2025,April,15,41850,12555
7/21/2025,SID007,Mehedi Hasan,INV2507100702,Royal Cosmetics,Female,CUS00007,Corporate,Men Polo Shirt,APP002,Fashion Apparel,CAT001,1100,49,53900,5390,48510,2425.5,14553,1455.3,2025,July,21,46084.5,14553
12/21/2025,SID014,Tasnia Rahman,INV2512100703,Diamond Cosmetics,Both,CUS00492,Retail,Face Mask,HYG002,Hygiene Products,CAT004,150,96,14400,1440,12960,648,3888,388.8,2025,December,21,12312,3888
6/27/2026,SID013,Sharmin Akter,INV2606100704,Pink Beauty,Male,CUS00437,Walk In,Backpack,ACC012,Accessories,CAT003,3000,35,105000,7350,97650,4882.5,29295,2929.5,2026,June,27,92767.5,29295
6/13/2025,SID017,Rafiul Karim,INV2506100705,Fashion World,Both,CUS00105,Retail,Face Serum,COS014,Cosmetics,CAT002,1300,46,59800,2990,56810,0,17043,1704.3,2025,June,13,56810,17043
10/22/2025,SID009,Mim Akter,INV2510100706,Urban Avenue,Male,CUS00410,Walk In,Underarm Whitening Cream,HYG015,Hygiene Products,CAT004,500,63,31500,0,31500,1575,6300,945,2025,October,22,29925,6300
3/2/2026,SID020,Mim Akter,INV2603100707,Urban Beauty,Male,CUS00202,Retail,Kids T-Shirt,APP007,Fashion Apparel,CAT001,650,7,4550,227.5,4322.5,216.12,1296.75,129.67,2026,March,2,4106.38,1296.75
6/10/2026,SID006,Nayeem Hasan,INV2606100708,Cosmetics Central,Female,CUST058,Distributor,Watch,ACC005,Accessories,CAT003,5000,19,95000,0,95000,0,28500,2850,2026,June,10,95000,28500
12/6/2026,SID015,Mim Akter,INV2612100709,Fashion Plus,Female,CUS00296,Corporate,Face Serum,COS014,Cosmetics,CAT002,1300,66,85800,2574,83226,4161.3,0,2496.78,2026,December,6,79064.7,0
1/16/2026,SID017,Tasnia Rahman,INV2601100710,Premium Beauty,Male,CUS00184,Retail,Face Toner,COS033,Cosmetics,CAT002,500,27,13500,1350,12150,0,3645,364.5,2026,January,16,12150,3645
5/21/2025,SID010,Shakil Khan,INV2505100711,Beauty Express,Male,CUST002,Online,Body Spray,COS011,Cosmetics,CAT002,500,97,48500,0,48500,2425,14550,1455,2025,May,21,46075,14550
4/8/2026,SID014,Shuvo Das,INV2604100712,Chic Collection,Male,CUST050,Online,Mouthwash,HYG007,Hygiene Products,CAT004,300,29,8700,261,8439,0,0,253.17,2026,April,8,8439,0
11/21/2025,SID004,Nusrat Jahan,INV2511100713,Perfect Beauty,Male,CUS00040,Distributor,Wallet,ACC002,Accessories,CAT003,1200,55,66000,0,66000,3300,19800,1980,2025,November,21,62700,19800
1/23/2026,SID001,Tanvir Islam,INV2601100714,Urban Avenue,Male,CUS00369,Corporate,Foot Care Cream,COS023,Cosmetics,CAT002,300,77,23100,693,22407,1120.35,6722.1,672.21,2026,January,23,21286.65,6722.1
1/24/2025,SID003,Arif Hossain,INV2501100715,Star Fashion,Female,CUS00078,Corporate,Body Mist,COS037,Cosmetics,CAT002,450,24,10800,1080,9720,486,2916,291.6,2025,January,24,9234,2916
1/1/2026,SID011,Arif Hossain,INV2601100716,Glamour Point,Female,CUS00095,Retail,Belt,ACC003,Accessories,CAT003,800,74,59200,0,59200,0,11840,1776,2026,January,1,59200,11840
2/2/2026,SID014,Arif Hossain,INV2602100717,Urban Style,Female,CUS00167,Corporate,Watch,ACC005,Accessories,CAT003,5000,95,475000,47500,427500,0,85500,12825,2026,February,2,427500,85500
8/6/2025,SID011,Shakil Khan,INV2508100718,Trendy Boutique,Female,CUS00166,Online,Hat,ACC007,Accessories,CAT003,700,64,44800,1344,43456,2172.8,0,1303.68,2025,August,6,41283.2,0
3/18/2026,SID019,Nayeem Hasan,INV2603100719,Smart Collection,Female,CUS00287,Retail,Hair Gel,COS028,Cosmetics,CAT002,400,52,20800,0,20800,416,6240,624,2026,March,18,20384,6240
10/18/2025,SID019,Sharmin Akter,INV2510100720,Star Fashion,Male,CUS00413,Retail,Body Mist,COS037,Cosmetics,CAT002,450,61,27450,823.5,26626.5,0,7987.95,798.79,2025,October,18,26626.5,7987.95
12/9/2025,SID016,Rakib Hasan,INV2512100721,Urban Beauty,Both,CUS00218,Retail,Face Mask,HYG002,Hygiene Products,CAT004,150,18,2700,0,2700,135,0,81,2025,December,9,2565,0
1/19/2025,SID008,Sadia Afrin,INV2501100722,Beauty Point,Female,CUST066,Corporate,Hair Accessories,ACC010,Accessories,CAT003,400,22,8800,0,8800,176,2640,264,2025,January,19,8624,2640
5/17/2026,SID004,Tasnia Rahman,INV2605100723,Moonlight Cosmetics,Female,CUS00320,Retail,Face Wash,COS001,Cosmetics,CAT002,450,18,8100,405,7695,153.9,1539,230.85,2026,May,17,7541.1,1539
11/28/2025,SID012,Bonna Akter,INV2511100724,Wonder Collection,Female,CUS00188,Walk In,Feminine Wash,HYG010,Hygiene Products,CAT004,400,82,32800,1640,31160,623.2,9348,934.8,2025,November,28,30536.8,9348
4/10/2025,SID020,Arif Hossain,INV2504100725,Glamour House,Male,CUS00073,Walk In,Nail Polish,COS013,Cosmetics,CAT002,400,75,30000,900,29100,1455,8730,873,2025,April,10,27645,8730
1/11/2026,SID013,Mehedi Hasan,INV2601100726,Trendy Boutique,Female,CUS00165,Distributor,Diapers,HYG012,Hygiene Products,CAT004,800,24,19200,1920,17280,864,0,518.4,2026,January,11,16416,0
4/7/2026,SID006,Mim Akter,INV2604100727,Apex Fashion,Female,CUST061,Walk In,Body Scrub,COS026,Cosmetics,CAT002,650,27,17550,877.5,16672.5,333.45,5001.75,500.17,2026,April,7,16339.05,5001.75
2/13/2026,SID003,Sadia Afrin,INV2602100728,Moonlight Cosmetics,Male,CUS00365,Corporate,Shampoo,COS005,Cosmetics,CAT002,700,84,58800,1764,57036,0,17110.8,1711.08,2026,February,13,57036,17110.8
12/17/2025,SID012,Jannatul Ferdous,INV2512100729,Trendy Shop,Both,CUS00200,Retail,Wallet,ACC002,Accessories,CAT003,1200,7,8400,420,7980,0,0,239.4,2025,December,17,7980,0
4/7/2026,SID018,Arif Hossain,INV2604100730,Shine Collection,Both,CUS00057,Walk In,Face Serum,COS014,Cosmetics,CAT002,1300,98,127400,6370,121030,0,0,3630.9,2026,April,7,121030,0
2/28/2025,SID005,Rashedul Islam,INV2502100731,Royal Style,Both,CUS00490,Online,Body Wash,COS030,Cosmetics,CAT002,600,55,33000,3300,29700,594,0,891,2025,February,28,29106,0
1/17/2026,SID013,Sabbir Ahmed,INV2601100732,Bloom Cosmetics,Female,CUST027,Distributor,Body Spray,COS011,Cosmetics,CAT002,500,11,5500,550,4950,0,1485,148.5,2026,January,17,4950,1485
2/25/2025,SID009,Samira Akter,INV2502100733,Fashion World,Both,CUS00436,Corporate,Watch,ACC005,Accessories,CAT003,5000,25,125000,12500,112500,2250,0,3375,2025,February,25,110250,0
5/8/2026,SID005,Rafiul Karim,INV2605100734,Fashion Express,Male,CUS00072,Retail,Beard Oil,COS010,Cosmetics,CAT002,900,26,23400,1170,22230,1111.5,4446,666.9,2026,May,8,21118.5,4446
5/25/2025,SID005,Imran Hossain,INV2505100735,Blue Sky Fashion,Both,CUST014,Online,Deodorant,COS016,Cosmetics,CAT002,450,8,3600,252,3348,0,669.6,100.44,2025,May,25,3348,669.6
7/20/2026,SID008,Mim Akter,INV2607100736,Golden Fashion,Both,CUS00131,Retail,Men's Innerwear,APP016,Fashion Apparel,CAT001,700,16,11200,0,11200,224,0,336,2026,July,20,10976,0
11/16/2026,SID009,Tanvir Islam,INV2611100737,Premium Beauty,Female,CUS00311,Walk In,Jacket,APP010,Fashion Apparel,CAT001,3800,48,182400,9120,173280,8664,0,5198.4,2026,November,16,164616,0
12/17/2026,SID011,Mehedi Hasan,INV2612100738,Trendy Shop,Male,CUS00293,Retail,Deodorant,COS016,Cosmetics,CAT002,450,7,3150,0,3150,0,0,94.5,2026,December,17,3150,0
3/16/2025,SID016,Rashedul Islam,INV2503100739,Urban Beauty,Female,CUS00392,Corporate,Hair Removal Cream,COS025,Cosmetics,CAT002,450,25,11250,1125,10125,202.5,0,303.75,2025,March,16,9922.5,0
3/23/2026,SID017,Shakil Khan,INV2603100740,Golden Fashion,Male,CUS00063,Distributor,Nail Polish,COS013,Cosmetics,CAT002,400,61,24400,2440,21960,439.2,6588,658.8,2026,March,23,21520.8,6588
6/21/2026,SID015,Mim Akter,INV2606100741,Cosmetics Central,Female,CUST058,Distributor,Jacket,APP010,Fashion Apparel,CAT001,3800,39,148200,10374,137826,6891.3,0,4134.78,2026,June,21,130934.7,0
10/12/2025,SID002,Shakil Khan,INV2510100742,New Era Fashion,Both,CUS00427,Online,Face Mask,COS020,Cosmetics,CAT002,600,17,10200,0,10200,510,0,306,2025,October,12,9690,0
7/28/2026,SID016,Farzana Akter,INV2607100743,Elite Fashion,Both,CUS00420,Walk In,Perfume,COS003,Cosmetics,CAT002,2200,69,151800,0,151800,0,45540,4554,2026,July,28,151800,45540
3/6/2025,SID012,Rakib Hasan,INV2503100744,Star Fashion,Male,CUS00422,Corporate,Men's Innerwear,APP016,Fashion Apparel,CAT001,700,98,68600,2058,66542,0,19962.6,1996.26,2025,March,6,66542,19962.6
9/7/2025,SID017,Tanjina Sultana,INV2509100745,NextGen Fashion,Both,CUS00068,Corporate,Women's Kurti,APP004,Fashion Apparel,CAT001,1800,37,66600,6660,59940,1198.8,0,1798.2,2025,September,7,58741.2,0
4/21/2026,SID001,Tanjina Sultana,INV2604100746,Metro Fashion,Male,CUS00336,Corporate,Luggage,ACC013,Accessories,CAT003,8000,51,408000,12240,395760,0,0,11872.8,2026,April,21,395760,0
5/14/2026,SID012,Sharmin Akter,INV2605100747,Wonder Collection,Both,CUS00305,Corporate,Hoodie,APP009,Fashion Apparel,CAT001,2500,88,220000,11000,209000,4180,62700,6270,2026,May,14,204820,62700
1/15/2025,SID010,Sharmin Akter,INV2501100748,Fashion Plus,Both,CUS00240,Corporate,Hat,ACC007,Accessories,CAT003,700,41,28700,0,28700,0,8610,861,2025,January,15,28700,8610
6/26/2026,SID007,Imran Hossain,INV2606100749,Urban Beauty,Both,CUS00323,Online,Kids Dress,APP008,Fashion Apparel,CAT001,950,35,33250,0,33250,1662.5,0,997.5,2026,June,26,31587.5,0
1/10/2026,SID006,Mim Akter,INV2601100750,Style World,Both,CUS00325,Online,Luggage,ACC013,Accessories,CAT003,8000,42,336000,10080,325920,0,97776,9777.6,2026,January,10,325920,97776
4/14/2026,SID011,Sabbir Ahmed,INV2604100751,Bloom Cosmetics,Female,CUST027,Distributor,Hair Mask,COS018,Cosmetics,CAT002,1100,47,51700,1551,50149,2507.45,10029.8,1504.47,2026,April,14,47641.55,10029.8
6/9/2025,SID006,Sabbir Ahmed,INV2506100752,Smart Collection,Female,CUS00084,Retail,Diapers,HYG012,Hygiene Products,CAT004,800,94,75200,0,75200,0,22560,2256,2025,June,9,75200,22560
11/19/2025,SID006,Shuvo Das,INV2511100753,Luxury Apparel,Both,CUS00473,Distributor,Jewelry Set,ACC009,Accessories,CAT003,4500,78,351000,35100,315900,15795,63180,9477,2025,November,19,300105,63180
10/31/2026,SID001,Nusrat Jahan,INV2610100754,Modern Style,Both,CUS00264,Distributor,Sunglasses,ACC004,Accessories,CAT003,1500,18,27000,1890,25110,0,0,753.3,2026,October,31,25110,0
9/13/2026,SID009,Shuvo Das,INV2609100755,Beauty Point,Female,CUST066,Corporate,Hair Dryer,COS038,Cosmetics,CAT002,4000,8,32000,960,31040,620.8,0,931.2,2026,September,13,30419.2,0
3/31/2025,SID010,Sadia Afrin,INV2503100756,Prime Collection,Both,CUS00044,Distributor,Beard Oil,COS010,Cosmetics,CAT002,900,99,89100,8910,80190,1603.8,0,2405.7,2025,March,31,78586.2,0
8/9/2026,SID015,Nusrat Jahan,INV2608100757,Fashion Hub Ltd,Female,CUS00446,Corporate,Women's Leggings,APP012,Fashion Apparel,CAT001,1300,22,28600,2860,25740,0,5148,772.2,2026,August,9,25740,5148
8/14/2025,SID019,Sabbir Ahmed,INV2508100758,Cosmetics World,Male,CUS00126,Walk In,Foot Care Cream,COS023,Cosmetics,CAT002,300,48,14400,1008,13392,267.84,2678.4,401.76,2025,August,14,13124.16,2678.4
5/9/2025,SID018,Sharmin Akter,INV2505100759,Royal Cosmetics,Female,CUS00054,Walk In,Hair Color,COS012,Cosmetics,CAT002,1500,15,22500,675,21825,1091.25,4365,654.75,2025,May,9,20733.75,4365
3/11/2026,SID009,Siam Ahmed,INV2603100760,Moonlight Cosmetics,Female,CUS00375,Distributor,Hair Spray,COS029,Cosmetics,CAT002,450,84,37800,2646,35154,703.08,0,1054.62,2026,March,11,34450.92,0
10/21/2025,SID011,Mim Akter,INV2510100761,Smart Beauty,Male,CUS00419,Corporate,Lipstick,COS002,Cosmetics,CAT002,850,26,22100,1547,20553,1027.65,6165.9,616.59,2025,October,21,19525.35,6165.9
8/16/2025,SID011,Shakil Khan,INV2508100762,NextGen Fashion,Female,CUS00077,Online,Face Cream,COS007,Cosmetics,CAT002,950,6,5700,171,5529,276.45,0,165.87,2025,August,16,5252.55,0
10/22/2025,SID006,Rakib Hasan,INV2510100763,Fashion Express,Female,CUS00156,Online,Shaving Cream,COS021,Cosmetics,CAT002,350,66,23100,0,23100,462,0,693,2025,October,22,22638,0
8/24/2025,SID013,Jannatul Ferdous,INV2508100764,Fresh Look,Both,CUS00415,Corporate,Shampoo,COS005,Cosmetics,CAT002,700,96,67200,3360,63840,0,12768,1915.2,2025,August,24,63840,12768
3/12/2025,SID012,Shuvo Das,INV2503100765,Fashion Avenue,Male,CUS00237,Online,Personal Lubricant,COS039,Cosmetics,CAT002,350,8,2800,280,2520,0,0,75.6,2025,March,12,2520,0
8/31/2025,SID012,Rashedul Islam,INV2508100766,Grace Boutique,Both,CUS00074,Retail,Women's Skirt,APP011,Fashion Apparel,CAT001,1500,47,70500,7050,63450,3172.5,0,1903.5,2025,August,31,60277.5,0
8/6/2026,SID008,Siam Ahmed,INV2608100767,Elegant Choice,Both,CUS00357,Walk In,Hair Accessories,ACC010,Accessories,CAT003,400,75,30000,0,30000,600,6000,900,2026,August,6,29400,6000
5/19/2025,SID015,Sharmin Akter,INV2505100768,Nova Cosmetics,Both,CUS00324,Retail,Feminine Wash,COS022,Cosmetics,CAT002,400,14,5600,168,5432,108.64,1629.6,162.96,2025,May,19,5323.36,1629.6
12/13/2025,SID006,Nusrat Jahan,INV2512100769,Smart Beauty,Male,CUS00228,Walk In,Face Wash,COS001,Cosmetics,CAT002,450,56,25200,1764,23436,0,0,703.08,2025,December,13,23436,0
7/28/2025,SID008,Rafiul Karim,INV2507100770,Urban Style,Female,CUS00293,Online,Feminine Wash,HYG010,Hygiene Products,CAT004,400,72,28800,0,28800,576,0,864,2025,July,28,28224,0
12/27/2026,SID006,Tanvir Islam,INV2612100771,Style Corner,Female,CUS00020,Corporate,Women's Nightwear,APP014,Fashion Apparel,CAT001,800,24,19200,576,18624,931.2,5587.2,558.72,2026,December,27,17692.8,5587.2
4/21/2025,SID009,Abdullah Al Mamun,INV2504100772,Unique Collection,Both,CUS00133,Corporate,Hair Color,COS012,Cosmetics,CAT002,1500,78,117000,8190,108810,5440.5,0,3264.3,2025,April,21,103369.5,0
3/10/2026,SID011,Tasnia Rahman,INV2603100773,Fashion Hub Ltd,Female,CUS00044,Walk In,Men Shirt,APP017,Fashion Apparel,CAT001,1600,85,136000,0,136000,2720,0,4080,2026,March,10,133280,0
12/5/2025,SID018,Imran Hossain,INV2512100774,Royal Cosmetics,Both,CUS00324,Walk In,Makeup Kit,COS034,Cosmetics,CAT002,2500,24,60000,6000,54000,2700,0,1620,2025,December,5,51300,0
3/20/2026,SID019,Imran Hossain,INV2603100775,Global Apparel,Male,CUS00243,Online,Body Mist,COS037,Cosmetics,CAT002,450,94,42300,2115,40185,2009.25,8037,1205.55,2026,March,20,38175.75,8037
8/5/2026,SID006,Arif Hossain,INV2608100776,Fashion Gallery,Both,CUS00123,Distributor,Keychain,ACC015,Accessories,CAT003,300,33,9900,495,9405,470.25,2821.5,282.15,2026,August,5,8934.75,2821.5
8/8/2025,SID001,Shuvo Das,INV2508100777,Elegant Choice,Male,CUS00396,Retail,Gloves,ACC008,Accessories,CAT003,600,60,36000,3600,32400,1620,9720,972,2025,August,8,30780,9720
3/4/2025,SID018,Mehedi Hasan,INV2503100778,Urban Beauty,Female,CUS00487,Walk In,Toothpaste,HYG005,Hygiene Products,CAT004,200,71,14200,0,14200,284,4260,426,2025,March,4,13916,4260
1/17/2025,SID012,Sadia Afrin,INV2501100779,Lily Boutique,Female,CUS00425,Retail,Body Lotion,COS004,Cosmetics,CAT002,650,72,46800,3276,43524,0,0,1305.72,2025,January,17,43524,0
10/1/2026,SID007,Siam Ahmed,INV2610100780,Fashion Hub Ltd,Male,CUS00133,Online,Hand Sanitizer,HYG001,Hygiene Products,CAT004,250,71,17750,532.5,17217.5,860.88,0,516.52,2026,October,1,16356.62,0
4/16/2026,SID010,Mehedi Hasan,INV2604100781,Nova Cosmetics,Male,CUS00210,Walk In,Foot Care Cream,COS023,Cosmetics,CAT002,300,24,7200,360,6840,342,0,205.2,2026,April,16,6498,0
12/30/2025,SID015,Farzana Akter,INV2512100782,Rainbow Apparel,Female,CUS00038,Retail,Hand Sanitizer,HYG001,Hygiene Products,CAT004,250,26,6500,650,5850,0,1170,175.5,2025,December,30,5850,1170
4/4/2025,SID008,Mim Akter,INV2504100783,Global Apparel,Female,CUS00022,Walk In,Scarf,ACC006,Accessories,CAT003,900,91,81900,0,81900,1638,0,2457,2025,April,4,80262,0
7/31/2025,SID016,Abdullah Al Mamun,INV2507100784,Diamond Cosmetics,Both,CUS00040,Walk In,Baby Wipes,HYG011,Hygiene Products,CAT004,250,74,18500,0,18500,0,3700,555,2025,July,31,18500,3700
10/8/2026,SID002,Mahmudul Hasan,INV2610100785,Urban Avenue,Female,CUS00151,Retail,Belt,ACC003,Accessories,CAT003,800,24,19200,1920,17280,0,3456,518.4,2026,October,8,17280,3456
8/29/2025,SID014,Siam Ahmed,INV2508100786,Lily Boutique,Male,CUS00175,Corporate,Bra & Panty Set,APP013,Fashion Apparel,CAT001,900,72,64800,1944,62856,1257.12,12571.2,1885.68,2025,August,29,61598.88,12571.2
10/12/2026,SID011,Rakib Hasan,INV2610100787,Cosmetics Central,Female,CUST058,Distributor,Bra & Panty Set,APP013,Fashion Apparel,CAT001,900,52,46800,1404,45396,2269.8,9079.2,1361.88,2026,October,12,43126.2,9079.2
6/16/2026,SID003,Arif Hossain,INV2606100788,NextGen Fashion,Male,CUS00439,Distributor,Women's Saree,APP005,Fashion Apparel,CAT001,3200,56,179200,5376,173824,3476.48,34764.8,5214.72,2026,June,16,170347.52,34764.8
7/6/2025,SID005,Mim Akter,INV2507100789,Infinity Style,Male,CUS00399,Retail,Face Cream,COS007,Cosmetics,CAT002,950,76,72200,0,72200,3610,21660,2166,2025,July,6,68590,21660
1/21/2026,SID018,Mehedi Hasan,INV2601100790,Dream Fashion,Male,CUS00198,Retail,Disinfectant Spray,HYG003,Hygiene Products,CAT004,400,35,14000,420,13580,679,0,407.4,2026,January,21,12901,0
10/3/2025,SID009,Shuvo Das,INV2510100791,Moonlight Cosmetics,Both,CUS00407,Corporate,Women's Leggings,APP012,Fashion Apparel,CAT001,1300,25,32500,2275,30225,1511.25,0,906.75,2025,October,3,28713.75,0
12/2/2026,SID013,Sadia Afrin,INV2612100792,Moonlight Cosmetics,Both,CUS00032,Walk In,Men Shirt,APP017,Fashion Apparel,CAT001,1600,43,68800,2064,66736,0,20020.8,2002.08,2026,December,2,66736,20020.8
12/18/2026,SID004,Mim Akter,INV2612100793,Modern Boutique,Both,CUS00392,Walk In,Hair Gel,COS028,Cosmetics,CAT002,400,31,12400,0,12400,620,3720,372,2026,December,18,11780,3720
12/23/2025,SID003,Farzana Akter,INV2512100794,New Era Fashion,Both,CUS00141,Online,Body Butter,COS017,Cosmetics,CAT002,700,66,46200,4620,41580,2079,8316,1247.4,2025,December,23,39501,8316
5/29/2025,SID020,Mahmudul Hasan,INV2505100795,Fashion Plus,Female,CUS00216,Retail,Umbrella,ACC014,Accessories,CAT003,1200,70,84000,2520,81480,4074,16296,2444.4,2025,May,29,77406,16296
7/17/2025,SID015,Shakil Khan,INV2507100796,Smart Collection,Female,CUS00283,Corporate,Handbag,ACC001,Accessories,CAT003,3500,63,220500,6615,213885,4277.7,42777,6416.55,2025,July,17,209607.3,42777
11/25/2025,SID015,Arif Hossain,INV2511100797,Fashion Gallery,Male,CUS00266,Walk In,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,68,57800,0,57800,0,17340,1734,2025,November,25,57800,17340
6/23/2026,SID007,Sabbir Ahmed,INV2606100798,Global Apparel,Both,CUS00430,Retail,Men T-Shirt,APP001,Fashion Apparel,CAT001,750,99,74250,2227.5,72022.5,3601.12,21606.75,2160.67,2026,June,23,68421.38,21606.75
6/29/2026,SID001,Mahmudul Hasan,INV2606100799,Bloom Cosmetics,Female,CUST027,Distributor,Sunglasses,ACC004,Accessories,CAT003,1500,45,67500,3375,64125,1282.5,0,1923.75,2026,June,29,62842.5,0
10/14/2026,SID002,Abdullah Al Mamun,INV2610100800,Pink Beauty,Female,CUS00440,Walk In,Deodorant,COS016,Cosmetics,CAT002,450,45,20250,2025,18225,0,0,546.75,2026,October,14,18225,0
10/21/2026,SID014,Rafiul Karim,INV2610100801,Luxury Apparel,Female,CUS00396,Distributor,Face Toner,COS033,Cosmetics,CAT002,500,82,41000,1230,39770,0,11931,1193.1,2026,October,21,39770,11931
1/5/2025,SID001,Sadia Afrin,INV2501100802,Fashion Avenue,Female,CUS00148,Distributor,Feminine Wash,HYG010,Hygiene Products,CAT004,400,45,18000,0,18000,360,0,540,2025,January,5,17640,0
1/4/2025,SID007,Bonna Akter,INV2501100803,Smart Collection,Male,CUS00394,Retail,Hair Color,COS012,Cosmetics,CAT002,1500,51,76500,7650,68850,1377,13770,2065.5,2025,January,4,67473,13770
8/19/2026,SID006,Rakib Hasan,INV2608100804,Cosmetics World,Male,CUS00004,Walk In,Women's Leggings,APP012,Fashion Apparel,CAT001,1300,21,27300,1365,25935,0,5187,778.05,2026,August,19,25935,5187
5/1/2025,SID016,Abdullah Al Mamun,INV2505100805,Urban Style,Female,CUS00381,Distributor,Hair Gel,COS028,Cosmetics,CAT002,400,59,23600,1652,21948,1097.4,4389.6,658.44,2025,May,1,20850.6,4389.6
4/5/2026,SID018,Sabbir Ahmed,INV2604100806,Perfect Beauty,Both,CUS00173,Walk In,Handbag,ACC001,Accessories,CAT003,3500,60,210000,10500,199500,0,0,5985,2026,April,5,199500,0
9/23/2026,SID019,Rakib Hasan,INV2609100807,Smart Beauty,Male,CUS00276,Online,Face Wash,COS001,Cosmetics,CAT002,450,56,25200,0,25200,1260,0,756,2026,September,23,23940,0
1/25/2025,SID020,Tanvir Islam,INV2501100808,Urban Beauty,Female,CUS00119,Distributor,Men's Nightwear,APP015,Fashion Apparel,CAT001,850,22,18700,0,18700,935,3740,561,2025,January,25,17765,3740
1/17/2026,SID014,Rafiul Karim,INV2601100809,Urban Trends,Male,CUS00123,Retail,Women's Saree,APP005,Fashion Apparel,CAT001,3200,22,70400,3520,66880,1337.6,0,2006.4,2026,January,17,65542.4,0
2/14/2026,SID011,Sabbir Ahmed,INV2602100810,Pink Beauty,Both,CUS00049,Walk In,Gloves,ACC008,Accessories,CAT003,600,43,25800,1290,24510,0,0,735.3,2026,February,14,24510,0
1/16/2025,SID013,Arif Hossain,INV2501100811,Diamond Cosmetics,Both,CUS00359,Online,Hair Removal Cream,COS025,Cosmetics,CAT002,450,23,10350,517.5,9832.5,0,0,294.97,2025,January,16,9832.5,0
1/22/2025,SID004,Sadia Afrin,INV2501100812,Grace Boutique,Male,CUS00126,Corporate,Hair Serum,COS006,Cosmetics,CAT002,1200,18,21600,648,20952,419.04,6285.6,628.56,2025,January,22,20532.96,6285.6
7/27/2025,SID019,Tasnia Rahman,INV2507100813,Grace Boutique,Male,CUS00139,Retail,Hair Spray,COS029,Cosmetics,CAT002,450,85,38250,3825,34425,0,0,1032.75,2025,July,27,34425,0
